GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US01081,01081,"Lee County, Alabama",56840,1864,36388,2279,N,N,20452,2015,12.2,2.0,7.1,2.5,N,N,21.9,4.5,5.5,1.6,2.2,1.2,N,N,11.9,3.6,12.8,2.7,12.9,3.5,N,N,14.6,4.5,10.5,2.1,9.2,2.4,N,N,11.9,4.2,12.0,2.1,12.6,3.0,N,N,12.1,4.1,15.1,2.6,15.6,3.0,N,N,13.5,5.0,11.6,2.2,14.1,2.7,N,N,6.8,3.1,14.5,2.9,17.7,3.7,N,N,6.8,3.6,2.6,0.9,4.1,1.4,N,N,0.0,0.7,3.0,1.1,4.5,1.7,N,N,0.4,0.7,46068,4329,59203,7894,77433,8661,27846,6904,64697,5518,78764,7933,N,N,37181,4725,29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X)
0500000US01083,01083,"Limestone County, Alabama",32879,1013,23209,1553,N,N,9670,1306,8.5,2.8,5.5,2.4,N,N,16.2,7.2,5.9,2.0,3.8,1.7,N,N,11.2,5.4,10.9,3.1,9.2,3.3,N,N,17.0,7.2,12.9,3.0,10.8,3.8,N,N,17.7,6.0,13.2,3.0,14.4,3.4,N,N,11.0,5.1,17.8,3.8,16.4,4.7,N,N,18.6,6.5,10.4,2.5,13.4,3.4,N,N,3.8,2.8,13.2,3.2,17.0,4.5,N,N,3.7,2.6,5.3,1.9,7.5,2.7,N,N,0.2,0.3,1.6,1.2,2.0,1.5,N,N,0.8,1.1,48639,4044,57378,6932,71338,8467,27326,5377,64393,6350,73677,6398,N,N,40666,12626,27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X)
0500000US01089,01089,"Madison County, Alabama",137072,2423,89867,3085,66039,3135,47205,2967,6.1,1.2,4.2,1.0,0.9,0.7,11.9,2.7,5.6,1.1,3.1,1.0,1.8,1.1,9.1,2.2,8.9,1.2,7.4,1.5,2.9,0.9,13.3,2.5,9.9,1.1,8.5,1.4,5.3,1.5,11.5,2.3,13.3,1.5,11.1,1.7,9.5,2.0,16.9,2.8,17.5,1.6,16.9,1.8,19.1,2.2,18.2,3.1,11.4,1.4,13.5,1.9,16.3,2.4,7.3,1.9,16.6,1.6,20.4,2.0,24.9,2.6,9.0,2.5,5.9,1.0,8.3,1.4,10.7,1.8,1.4,0.9,4.9,0.9,6.6,1.3,8.5,1.7,1.3,1.3,58076,2427,73377,3597,89878,4401,37098,2210,78462,3327,93240,4713,N,N,48279,4347,26.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.8,(X)
0500000US01095,01095,"Marshall County, Alabama",33738,1383,24447,1591,17879,1422,9291,1207,9.3,2.2,5.5,2.2,1.0,0.7,20.8,6.6,6.8,1.8,3.2,1.2,1.6,1.0,15.3,5.8,17.1,3.2,15.1,3.8,9.9,3.8,24.8,5.8,13.8,3.1,11.7,3.4,10.5,3.7,20.8,6.2,14.0,3.1,15.0,3.5,16.8,4.6,8.7,3.9,19.2,3.7,24.0,4.6,28.4,5.4,5.3,3.1,8.3,2.0,10.5,2.7,13.2,3.4,2.5,2.4,7.2,2.1,9.3,2.8,11.6,4.0,1.3,1.1,2.2,0.9,3.0,1.3,4.1,1.7,0.2,0.2,2.0,1.0,2.7,1.4,2.9,1.6,0.1,0.2,38116,3568,49385,4863,60021,4121,19984,3091,53020,4391,62958,5524,N,N,25147,3046,36.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X)
0500000US01097,01097,"Mobile County, Alabama",148025,3155,101665,3657,67065,3168,46360,3326,10.9,1.3,8.2,1.3,2.5,0.9,18.0,2.9,7.4,1.1,4.0,0.9,1.8,0.6,14.9,2.5,13.7,1.5,12.2,1.9,8.1,1.9,18.7,3.0,10.4,1.3,8.9,1.5,6.7,1.5,13.3,2.5,13.6,1.3,13.9,1.7,14.1,2.4,12.7,2.2,18.7,1.6,21.6,2.3,25.8,2.9,11.9,2.0,10.6,1.1,12.6,1.5,15.4,2.1,5.0,1.7,10.8,1.3,13.7,1.8,18.6,2.2,4.0,1.8,2.1,0.6,2.5,0.7,3.7,1.1,0.5,0.5,2.0,0.6,2.4,0.8,3.2,0.9,1.0,0.7,42944,2180,51495,1311,65024,3726,23756,2448,55932,1971,64028,2614,77708,3041,35811,3376,35.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X)
0500000US01101,01101,"Montgomery County, Alabama",87996,2275,55050,2672,32582,2316,32946,2084,11.3,1.8,9.2,2.1,2.0,1.1,16.1,3.7,7.1,1.2,4.1,1.3,1.8,0.9,12.0,2.7,11.1,1.5,9.5,1.8,3.6,1.5,14.7,2.5,10.3,1.8,8.8,2.1,5.9,2.3,13.3,3.2,14.7,2.0,12.8,2.3,10.6,2.4,18.3,3.6,15.6,2.0,16.4,2.5,18.7,3.2,13.5,2.8,11.9,1.6,13.1,2.2,17.9,3.0,8.4,2.4,11.1,1.5,16.1,2.3,23.8,3.3,2.4,1.1,3.8,0.9,5.8,1.4,9.0,2.2,0.4,0.4,3.0,0.9,4.4,1.4,6.8,2.2,0.8,0.6,44675,2252,59316,4957,83400,4017,31090,1795,63039,3364,76292,4826,101413,6626,38586,3281,35.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X)
0500000US01103,01103,"Morgan County, Alabama",46779,1340,32793,2044,N,N,13986,1721,9.5,2.3,3.9,2.0,N,N,23.0,5.6,8.0,2.1,7.4,2.7,N,N,12.6,5.4,11.2,2.6,10.6,3.1,N,N,13.1,4.6,13.1,2.8,12.0,3.0,N,N,15.5,5.4,13.6,2.3,12.9,2.9,N,N,13.6,3.8,19.3,2.7,22.6,3.7,N,N,9.6,3.8,10.3,2.5,11.7,3.0,N,N,7.0,3.8,9.4,2.0,11.9,2.5,N,N,3.5,2.6,4.0,1.4,4.7,1.8,N,N,2.2,2.1,1.5,0.7,2.2,1.0,N,N,0.0,1.1,43169,4150,54437,4276,61859,3357,25536,3927,57992,4912,67138,6325,N,N,34900,5162,27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X)
0500000US01115,01115,"St. Clair County, Alabama",31769,1447,22975,1873,N,N,8794,1459,6.7,2.4,3.5,1.9,N,N,15.0,6.8,5.3,2.5,3.9,2.9,N,N,9.0,5.0,8.3,2.6,7.8,3.4,N,N,10.2,5.7,11.6,2.7,8.7,3.1,N,N,19.1,7.0,15.0,3.9,13.1,4.0,N,N,19.7,8.7,20.9,4.4,25.5,5.5,N,N,11.1,6.1,15.5,3.7,18.5,5.1,N,N,7.3,5.5,10.5,2.8,12.8,3.5,N,N,3.8,3.4,2.4,1.5,1.9,1.5,N,N,2.6,3.9,3.7,2.0,4.3,2.6,N,N,2.2,3.1,53803,4543,63092,6063,69647,9002,31507,7303,66485,5775,73567,7113,N,N,45903,10515,35.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.3,(X)
0500000US01117,01117,"Shelby County, Alabama",73694,1900,52547,2455,44060,2460,21147,2049,3.9,1.1,2.5,1.2,1.2,1.0,7.4,2.4,2.5,1.0,0.6,0.5,0.5,0.5,7.0,2.9,8.1,1.5,5.0,1.3,4.5,1.6,15.6,4.2,9.0,1.3,6.7,1.6,5.3,1.7,15.9,3.8,12.7,1.9,9.7,1.9,7.3,2.0,18.6,5.1,18.5,2.2,19.6,2.9,18.7,2.8,17.4,4.1,15.1,2.4,18.1,2.9,19.9,3.2,6.6,2.7,16.7,2.2,19.8,2.7,22.0,2.9,8.6,3.5,8.2,1.3,11.0,1.9,12.6,2.3,1.4,0.9,5.3,0.9,6.8,1.3,8.0,1.5,1.4,1.2,67800,3396,81526,3565,90160,4631,36680,2873,86192,3568,100536,4872,N,N,49860,4340,24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X)
0500000US01121,01121,"Talladega County, Alabama",31598,1227,22175,1527,N,N,9423,1252,11.2,3.2,8.1,3.3,N,N,21.1,7.9,4.7,2.0,1.2,1.1,N,N,13.0,5.0,14.9,3.0,12.1,3.2,N,N,22.7,6.8,16.2,2.9,17.1,3.9,N,N,11.4,4.8,15.7,3.4,16.0,4.3,N,N,16.6,5.1,15.8,3.4,18.0,4.0,N,N,10.5,4.6,9.6,3.0,12.2,4.1,N,N,1.6,2.1,7.2,2.2,8.9,3.0,N,N,3.2,2.9,3.0,1.7,4.0,2.2,N,N,0.0,1.6,1.7,1.2,2.4,1.7,N,N,0.0,1.6,37719,3980,45253,4385,60750,10393,21708,4813,53031,5179,62089,6681,N,N,28891,4761,36.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X)
0500000US01125,01125,"Tuscaloosa County, Alabama",69291,2168,46356,2340,32236,2432,22935,1940,9.4,1.7,5.6,1.9,0.9,0.9,18.1,4.2,6.6,1.5,4.3,1.5,1.5,1.0,12.2,3.2,11.8,1.9,8.5,2.4,5.1,1.8,19.8,3.8,9.8,2.2,9.6,2.5,6.3,1.9,11.9,3.6,16.3,2.4,14.6,2.8,13.4,3.1,17.9,4.1,17.6,2.7,18.2,3.1,20.4,3.9,13.6,4.0,12.9,1.7,17.1,2.6,21.5,3.4,4.6,2.0,10.8,1.7,15.3,2.4,21.1,3.3,1.6,1.1,2.6,0.7,3.8,1.1,5.3,1.6,0.0,0.7,2.2,0.8,3.1,1.2,4.5,1.7,0.4,0.4,46538,2485,59058,3842,76628,2925,24915,2924,59774,3605,72405,5090,N,N,31902,2821,40.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X)
0500000US01127,01127,"Walker County, Alabama",24963,1199,17877,1413,N,N,7086,894,9.7,2.8,4.9,2.2,N,N,22.1,7.5,10.8,3.6,7.3,3.8,N,N,21.7,7.2,16.7,3.5,14.0,4.0,N,N,25.5,7.0,13.1,3.1,13.8,4.0,N,N,9.9,5.3,13.7,3.3,16.3,4.2,N,N,7.7,4.8,17.9,4.4,21.0,5.2,N,N,7.8,4.7,7.7,2.3,8.6,2.8,N,N,4.4,3.2,7.5,2.4,10.3,3.3,N,N,0.0,2.1,1.7,0.9,2.3,1.2,N,N,0.0,2.1,1.4,1.0,1.6,1.3,N,N,0.8,1.3,34810,6404,45089,4812,51554,3805,16747,2694,47711,3997,55537,4959,N,N,25513,4401,35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X)
0500000US02020,02020,"Anchorage Municipality, Alaska",103445,2136,71432,2856,54592,2830,32013,2895,2.4,0.8,1.4,0.7,0.3,0.4,6.0,2.3,2.4,1.0,0.9,0.6,0.7,0.6,6.0,2.8,5.1,1.1,2.3,0.9,1.0,0.6,11.8,2.9,5.4,1.3,4.1,1.4,2.5,1.2,8.9,3.1,12.6,1.7,10.8,1.8,8.4,2.0,16.9,3.6,18.9,2.1,17.9,2.7,15.3,2.9,23.4,3.7,15.3,1.7,18.2,2.1,19.0,2.4,9.1,2.4,20.8,1.9,22.7,2.6,25.8,3.2,12.2,2.9,9.1,1.6,11.0,2.1,13.6,2.5,4.2,1.9,8.0,1.2,10.8,1.8,13.3,2.4,1.4,0.7,79045,4404,90480,5230,103899,5260,50414,4756,99591,3724,112538,5319,N,N,64298,4729,25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.6,(X)
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",34056,1790,18462,1760,N,N,15594,1829,2.8,1.6,2.0,1.7,N,N,5.4,3.5,5.0,2.1,1.7,1.2,N,N,8.9,4.0,9.8,2.7,4.7,2.1,N,N,15.9,5.7,6.1,2.2,3.2,1.7,N,N,9.9,4.5,11.7,3.4,6.2,2.6,N,N,16.9,6.1,20.8,4.7,19.4,5.5,N,N,23.1,8.1,13.7,3.0,16.5,3.8,N,N,10.1,4.8,18.8,4.2,27.3,6.0,N,N,8.2,4.2,6.1,2.1,9.6,3.6,N,N,1.4,1.3,5.2,2.4,9.4,4.4,N,N,0.2,0.4,69113,4914,91372,10605,101142,6120,44654,11131,82347,7269,106617,11515,N,N,51506,5376,24.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.7,(X)
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",30272,818,21532,990,17912,955,8740,810,4.0,1.1,2.5,0.9,0.5,0.5,9.6,3.6,5.4,1.5,1.9,1.0,0.9,0.7,13.8,3.5,7.2,1.4,4.4,1.3,3.7,1.3,14.6,3.5,5.9,1.3,4.8,1.2,4.2,1.2,9.8,3.0,10.5,1.8,8.8,1.9,8.1,2.1,14.8,3.7,19.5,2.7,20.4,2.9,19.2,3.3,15.7,3.5,16.8,2.2,19.2,2.7,21.0,3.1,10.0,3.4,18.1,2.0,22.7,2.7,24.5,3.0,6.7,2.6,8.3,1.5,10.2,2.1,11.9,2.5,3.0,1.7,4.2,1.0,5.0,1.3,5.9,1.6,2.0,1.7,72122,3128,83506,3975,89239,4526,36526,4441,83845,3968,95585,4859,N,N,51580,6807,37.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.9,(X)
0500000US04001,04001,"Apache County, Arizona",17948,977,12099,1029,6492,881,5849,809,19.9,2.5,15.0,2.9,5.7,2.2,34.7,6.8,10.4,2.4,10.7,2.7,11.0,4.3,11.7,5.2,14.4,3.0,14.3,3.4,7.5,3.6,15.1,5.9,13.5,2.8,11.6,2.8,11.9,4.3,16.0,8.0,12.0,2.7,14.1,3.3,14.5,4.7,7.0,4.7,17.8,3.0,18.6,3.9,22.0,6.0,12.6,6.4,6.7,2.5,8.1,3.5,14.5,6.2,2.2,2.5,3.7,1.9,5.2,2.8,8.5,5.1,0.4,0.5,1.4,1.0,2.0,1.5,3.6,2.7,0.3,0.6,0.3,0.3,0.4,0.4,0.7,0.8,0.0,2.9,29180,2521,33399,5592,49423,6872,18489,6446,38066,2727,42704,3892,56647,6167,24480,3255,42.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.4,(X)
0500000US04003,04003,"Cochise County, Arizona",48368,2081,32816,2068,25246,1900,15552,1660,10.4,2.1,7.3,2.4,5.0,2.0,18.4,5.6,7.0,1.8,6.8,2.2,4.1,2.0,7.8,2.7,9.4,2.1,6.4,1.9,6.3,2.2,15.9,4.4,11.9,2.3,11.5,2.9,9.3,2.7,12.5,3.5,13.5,2.7,11.3,2.8,13.1,3.4,18.0,5.3,17.7,2.8,20.5,3.6,20.1,3.9,14.2,4.6,11.0,2.1,12.4,2.6,13.9,3.3,5.9,2.9,12.5,2.3,15.8,3.1,18.5,3.9,4.9,2.6,3.3,1.4,3.8,1.9,4.9,2.4,1.1,1.5,3.3,1.5,4.2,2.2,4.8,2.8,1.4,1.1,46647,3806,56857,5557,66992,5654,30524,4753,62559,4024,70030,5886,N,N,43177,6622,40.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.8,(X)
0500000US04005,04005,"Coconino County, Arizona",49002,1749,31131,2185,21567,1990,17871,1867,10.0,2.1,5.7,1.9,1.7,0.8,18.8,4.2,7.2,2.2,4.7,2.2,4.3,2.7,11.5,4.3,8.6,2.1,9.4,2.8,2.7,1.2,12.6,4.1,12.2,2.4,10.7,2.3,9.4,2.8,14.3,5.0,11.3,2.5,11.4,2.8,10.2,3.3,12.0,4.4,18.8,3.0,19.0,3.6,20.1,4.0,16.5,4.9,13.6,2.4,16.2,3.2,20.9,4.3,5.6,2.6,11.3,1.8,12.7,2.2,16.8,3.2,7.8,2.9,4.7,1.5,6.8,2.4,9.3,3.3,0.8,0.9,2.2,1.1,3.5,1.7,4.6,2.5,0.1,0.2,50637,4486,59716,3415,77079,5893,30737,3735,68635,8836,83075,13462,N,N,39258,3813,35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X)
0500000US04013,04013,"Maricopa County, Arizona",1425393,8881,936183,8965,676090,9020,489210,8430,7.1,0.4,5.6,0.4,2.6,0.3,12.1,0.8,4.8,0.3,3.1,0.3,1.7,0.3,8.3,0.7,10.8,0.4,8.4,0.5,6.0,0.5,15.8,0.8,10.4,0.4,9.2,0.5,7.8,0.5,13.3,0.8,14.4,0.5,13.5,0.5,11.8,0.5,16.1,0.9,18.4,0.5,19.0,0.6,19.6,0.7,16.1,1.0,12.0,0.4,13.8,0.5,15.9,0.6,8.0,0.7,12.9,0.5,15.6,0.6,19.3,0.8,7.0,0.6,4.8,0.2,6.1,0.3,7.8,0.5,1.6,0.2,4.4,0.3,5.7,0.3,7.6,0.5,1.7,0.3,52045,553,62060,902,75778,1383,35318,831,72078,906,82390,1232,96382,1690,48490,1310,32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.2,(X)
0500000US04015,04015,"Mohave County, Arizona",81257,3401,49909,3330,38309,2845,31348,2913,8.3,1.6,6.4,2.0,3.2,1.3,13.7,3.3,5.9,1.6,2.5,1.1,1.6,1.1,10.8,3.0,14.8,2.3,10.4,2.5,8.4,2.5,23.7,4.5,16.0,2.3,14.0,2.6,12.8,2.9,18.8,4.4,15.9,2.0,17.7,2.6,18.1,3.1,13.1,3.8,19.8,2.6,22.5,3.0,23.7,3.3,14.5,4.0,9.9,1.7,13.4,2.6,16.0,3.0,3.2,1.5,6.5,1.5,9.3,2.3,11.8,2.9,1.4,1.0,1.7,0.7,2.4,1.1,3.1,1.5,0.6,0.7,1.0,0.5,1.5,0.8,1.4,0.9,0.3,0.5,39058,2478,48773,3948,53544,2941,25828,2231,50777,3449,61082,5027,N,N,32183,2791,37.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.2,(X)
0500000US04017,04017,"Navajo County, Arizona",34147,1628,25103,1639,16156,1532,9044,1239,16.7,2.9,14.8,2.8,6.3,2.6,26.6,7.1,6.9,2.0,6.1,2.3,3.7,2.1,9.9,3.6,10.8,1.8,11.1,2.3,9.0,2.8,10.6,3.8,12.8,2.6,12.2,3.0,12.5,3.5,12.3,4.3,13.3,2.2,13.8,2.8,14.8,3.5,12.0,4.4,18.5,2.6,18.6,2.9,19.9,3.8,15.0,4.7,10.1,2.5,10.1,2.7,14.4,3.8,9.7,6.4,8.5,2.2,9.9,2.7,14.9,4.1,3.9,3.4,1.6,0.9,2.2,1.2,2.5,1.6,0.0,1.9,1.0,0.8,1.3,1.0,2.0,1.6,0.0,1.9,38400,3836,41071,1831,54116,5247,26866,6641,48863,3499,52584,4111,N,N,34846,5092,42.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),45.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X)
0500000US04019,04019,"Pima County, Arizona",391975,4189,239428,5454,166371,4374,152547,5128,8.6,0.8,5.7,0.9,2.1,0.6,14.7,1.6,6.5,0.7,4.4,0.7,2.3,0.6,10.6,1.3,13.7,1.0,10.2,1.0,6.0,0.9,19.5,1.6,11.6,0.9,10.6,1.0,7.9,1.0,13.7,1.6,15.4,0.9,14.7,1.1,14.2,1.2,16.2,1.4,17.2,1.0,20.0,1.2,22.5,1.7,12.4,1.5,10.5,0.7,12.9,1.0,15.8,1.3,6.1,1.0,10.2,0.8,13.2,1.1,17.7,1.5,4.1,0.8,3.4,0.4,4.6,0.6,6.1,0.8,1.6,0.5,2.8,0.4,3.8,0.6,5.3,0.8,1.0,0.4,43824,1116,55220,1683,69277,2403,28637,1458,61719,1944,73209,3001,88492,4267,40769,2221,27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.8,(X)
0500000US04021,04021,"Pinal County, Arizona",128036,3708,93746,4220,70356,3819,34290,3037,6.1,0.9,5.5,1.3,2.3,0.9,12.4,2.1,4.2,1.1,2.9,0.9,1.4,0.5,7.6,2.8,12.7,1.6,9.8,1.7,6.9,1.5,21.9,3.5,11.2,1.3,10.8,1.7,10.0,1.9,12.7,3.0,15.9,1.6,16.9,2.0,15.9,2.3,13.5,2.7,21.0,2.0,20.9,2.4,22.9,2.8,19.0,3.9,13.7,1.8,16.3,2.3,19.6,3.0,5.6,1.6,10.3,1.3,11.3,1.7,14.0,2.1,5.5,2.0,2.9,0.8,3.3,1.0,4.2,1.3,1.3,1.1,1.9,0.7,2.3,0.9,2.7,1.1,0.6,0.6,49756,2357,53186,2391,63750,4509,30721,2410,60822,2349,65975,3118,74770,4142,41085,2972,33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.8,(X)
0500000US04025,04025,"Yavapai County, Arizona",91064,2727,55313,3493,44178,3029,35751,3026,8.9,1.8,5.4,1.7,2.1,1.2,16.6,3.8,8.5,1.8,3.9,1.7,4.1,2.0,15.2,3.9,13.3,1.5,8.3,2.1,6.8,2.1,20.8,3.7,12.3,1.9,12.2,2.1,12.4,2.5,12.6,3.6,18.1,2.3,19.3,2.9,17.9,2.9,16.7,3.5,19.2,2.4,25.3,3.5,26.4,3.6,8.3,2.3,9.2,1.6,11.2,2.3,13.0,2.8,5.4,2.4,6.4,1.3,8.6,1.9,10.1,2.3,2.7,1.4,2.8,0.9,3.9,1.3,4.9,1.6,1.0,0.8,1.4,0.6,1.9,0.8,2.3,1.1,0.7,0.5,39895,2182,50811,2906,54945,4054,23655,2464,51801,2731,60891,2780,N,N,36219,5335,36.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X)
0500000US04027,04027,"Yuma County, Arizona",69744,2456,52463,2439,40341,2274,17281,1883,7.5,1.6,5.1,1.7,1.8,0.8,17.8,4.5,6.1,1.5,4.6,1.7,2.4,1.3,11.9,3.3,13.2,2.1,11.2,2.2,10.8,2.7,20.2,4.1,14.9,2.5,16.5,3.1,15.4,3.0,11.1,4.8,17.0,2.2,18.4,2.6,19.8,3.2,14.5,4.9,17.8,2.3,19.0,2.7,19.2,3.0,9.4,3.2,11.5,1.6,12.0,1.9,14.9,2.3,9.7,3.4,8.4,1.6,9.1,1.7,10.8,2.0,3.4,2.5,1.5,0.6,1.9,0.8,2.3,1.1,0.4,0.4,2.1,0.8,2.3,0.9,2.5,1.0,1.6,1.7,41666,2672,44602,3549,49796,2878,25118,4048,55512,3264,59261,3601,64726,3670,39779,6413,29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X)
0500000US05007,05007,"Benton County, Arkansas",82644,2255,62401,2857,49857,2431,20243,2060,4.1,0.9,2.8,0.9,0.8,0.4,9.7,2.9,4.1,1.0,2.3,0.9,1.4,0.7,10.1,2.9,10.0,1.6,6.9,1.4,5.2,1.4,20.6,3.9,10.8,1.5,9.6,1.7,8.2,2.0,14.1,3.2,14.8,1.8,15.8,2.2,13.8,2.4,13.7,3.3,21.7,2.2,22.0,2.6,23.7,2.8,17.9,4.3,12.4,1.6,14.5,1.9,15.7,2.1,6.3,2.4,13.1,1.5,15.5,2.0,18.5,2.2,4.5,2.4,4.0,0.9,5.0,1.3,5.8,1.4,1.5,0.9,4.9,0.9,5.6,1.2,6.8,1.5,1.7,1.0,56570,2597,64165,2820,72002,2343,32422,3154,75142,3291,83583,4329,N,N,45457,4565,28.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
