"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"2016"	"2016"	"Gwinnett County, GA"	"13135"	"Other synthetic narcotics"	"T40.4"	19	907135	Unreliable
	"2016"	"2016"	"Gwinnett County, GA"	"13135"	"Cocaine"	"T40.5"	14	907135	Unreliable
	"2016"	"2016"	"Henry County, GA"	"13151"	"Other opioids"	"T40.2"	15	221768	Unreliable
	"2016"	"2016"	"Paulding County, GA"	"13223"	"Other opioids"	"T40.2"	14	155825	Unreliable
	"2016"	"2016"	"Richmond County, GA"	"13245"	"Other opioids"	"T40.2"	18	201647	Unreliable
	"2016"	"2016"	"Richmond County, GA"	"13245"	"Cocaine"	"T40.5"	13	201647	Unreliable
	"2016"	"2016"	"Walton County, GA"	"13297"	"Other opioids"	"T40.2"	10	90184	Unreliable
	"2016"	"2016"	"Honolulu County, HI"	"15003"	"Heroin"	"T40.1"	15	992605	Unreliable
	"2016"	"2016"	"Honolulu County, HI"	"15003"	"Other opioids"	"T40.2"	27	992605	2.7
	"2016"	"2016"	"Maui County, HI"	"15009"	"Other opioids"	"T40.2"	11	165386	Unreliable
	"2016"	"2016"	"Ada County, ID"	"16001"	"Heroin"	"T40.1"	11	444028	Unreliable
	"2016"	"2016"	"Ada County, ID"	"16001"	"Other opioids"	"T40.2"	13	444028	Unreliable
	"2016"	"2016"	"Bannock County, ID"	"16005"	"Other opioids"	"T40.2"	12	84377	Unreliable
	"2016"	"2016"	"Champaign County, IL"	"17019"	"Heroin"	"T40.1"	10	208419	Unreliable
	"2016"	"2016"	"Cook County, IL"	"17031"	"Heroin"	"T40.1"	546	5203499	10.5
	"2016"	"2016"	"Cook County, IL"	"17031"	"Other opioids"	"T40.2"	134	5203499	2.6
	"2016"	"2016"	"Cook County, IL"	"17031"	"Methadone"	"T40.3"	57	5203499	1.1
	"2016"	"2016"	"Cook County, IL"	"17031"	"Other synthetic narcotics"	"T40.4"	521	5203499	10.0
	"2016"	"2016"	"Cook County, IL"	"17031"	"Cocaine"	"T40.5"	295	5203499	5.7
	"2016"	"2016"	"Cook County, IL"	"17031"	"Other and unspecified narcotics"	"T40.6"	72	5203499	1.4
	"2016"	"2016"	"DuPage County, IL"	"17043"	"Heroin"	"T40.1"	62	929368	6.7
	"2016"	"2016"	"DuPage County, IL"	"17043"	"Other opioids"	"T40.2"	24	929368	2.6
	"2016"	"2016"	"DuPage County, IL"	"17043"	"Methadone"	"T40.3"	10	929368	Unreliable
	"2016"	"2016"	"DuPage County, IL"	"17043"	"Other synthetic narcotics"	"T40.4"	54	929368	5.8
	"2016"	"2016"	"DuPage County, IL"	"17043"	"Cocaine"	"T40.5"	28	929368	3.0
	"2016"	"2016"	"Kane County, IL"	"17089"	"Heroin"	"T40.1"	25	531715	4.7
	"2016"	"2016"	"Kane County, IL"	"17089"	"Other opioids"	"T40.2"	10	531715	Unreliable
	"2016"	"2016"	"Kane County, IL"	"17089"	"Other synthetic narcotics"	"T40.4"	20	531715	3.8
	"2016"	"2016"	"Kane County, IL"	"17089"	"Cocaine"	"T40.5"	18	531715	Unreliable
	"2016"	"2016"	"Kendall County, IL"	"17093"	"Heroin"	"T40.1"	15	124695	Unreliable
	"2016"	"2016"	"Lake County, IL"	"17097"	"Heroin"	"T40.1"	43	703047	6.1
	"2016"	"2016"	"Lake County, IL"	"17097"	"Other opioids"	"T40.2"	16	703047	Unreliable
	"2016"	"2016"	"Lake County, IL"	"17097"	"Other synthetic narcotics"	"T40.4"	23	703047	3.3
	"2016"	"2016"	"Lake County, IL"	"17097"	"Cocaine"	"T40.5"	17	703047	Unreliable
	"2016"	"2016"	"LaSalle County, IL"	"17099"	"Other synthetic narcotics"	"T40.4"	10	110642	Unreliable
	"2016"	"2016"	"McHenry County, IL"	"17111"	"Heroin"	"T40.1"	26	307004	8.5
	"2016"	"2016"	"McHenry County, IL"	"17111"	"Other opioids"	"T40.2"	20	307004	6.5
	"2016"	"2016"	"McHenry County, IL"	"17111"	"Other synthetic narcotics"	"T40.4"	19	307004	Unreliable
	"2016"	"2016"	"Macon County, IL"	"17115"	"Cocaine"	"T40.5"	11	106550	Unreliable
	"2016"	"2016"	"Madison County, IL"	"17119"	"Heroin"	"T40.1"	21	265759	7.9
	"2016"	"2016"	"Madison County, IL"	"17119"	"Other opioids"	"T40.2"	14	265759	Unreliable
	"2016"	"2016"	"Madison County, IL"	"17119"	"Other synthetic narcotics"	"T40.4"	40	265759	15.1
	"2016"	"2016"	"Peoria County, IL"	"17143"	"Heroin"	"T40.1"	13	185006	Unreliable
	"2016"	"2016"	"Peoria County, IL"	"17143"	"Other synthetic narcotics"	"T40.4"	10	185006	Unreliable
	"2016"	"2016"	"Peoria County, IL"	"17143"	"Cocaine"	"T40.5"	12	185006	Unreliable
	"2016"	"2016"	"St. Clair County, IL"	"17163"	"Heroin"	"T40.1"	14	262759	Unreliable
	"2016"	"2016"	"St. Clair County, IL"	"17163"	"Other synthetic narcotics"	"T40.4"	22	262759	8.4
	"2016"	"2016"	"Sangamon County, IL"	"17167"	"Heroin"	"T40.1"	11	197499	Unreliable
	"2016"	"2016"	"Tazewell County, IL"	"17179"	"Heroin"	"T40.1"	15	134385	Unreliable
	"2016"	"2016"	"Vermilion County, IL"	"17183"	"Heroin"	"T40.1"	10	78111	Unreliable
	"2016"	"2016"	"Will County, IL"	"17197"	"Heroin"	"T40.1"	67	689529	9.7
	"2016"	"2016"	"Will County, IL"	"17197"	"Other opioids"	"T40.2"	14	689529	Unreliable
	"2016"	"2016"	"Will County, IL"	"17197"	"Other synthetic narcotics"	"T40.4"	47	689529	6.8
	"2016"	"2016"	"Will County, IL"	"17197"	"Cocaine"	"T40.5"	36	689529	5.2
	"2016"	"2016"	"Winnebago County, IL"	"17201"	"Heroin"	"T40.1"	57	285873	19.9
	"2016"	"2016"	"Winnebago County, IL"	"17201"	"Other opioids"	"T40.2"	18	285873	Unreliable
	"2016"	"2016"	"Winnebago County, IL"	"17201"	"Other synthetic narcotics"	"T40.4"	23	285873	8.0
	"2016"	"2016"	"Winnebago County, IL"	"17201"	"Cocaine"	"T40.5"	33	285873	11.5
	"2016"	"2016"	"Allen County, IN"	"18003"	"Other synthetic narcotics"	"T40.4"	11	370404	Unreliable
	"2016"	"2016"	"Clark County, IN"	"18019"	"Other opioids"	"T40.2"	12	116031	Unreliable
	"2016"	"2016"	"Floyd County, IN"	"18043"	"Other synthetic narcotics"	"T40.4"	11	76990	Unreliable
	"2016"	"2016"	"Hamilton County, IN"	"18057"	"Heroin"	"T40.1"	10	316373	Unreliable
	"2016"	"2016"	"Hamilton County, IN"	"18057"	"Other synthetic narcotics"	"T40.4"	10	316373	Unreliable
	"2016"	"2016"	"Lake County, IN"	"18089"	"Heroin"	"T40.1"	40	485846	8.2
	"2016"	"2016"	"Lake County, IN"	"18089"	"Other synthetic narcotics"	"T40.4"	15	485846	Unreliable
	"2016"	"2016"	"Lake County, IN"	"18089"	"Cocaine"	"T40.5"	14	485846	Unreliable
	"2016"	"2016"	"Madison County, IN"	"18095"	"Other opioids"	"T40.2"	12	129296	Unreliable
	"2016"	"2016"	"Marion County, IN"	"18097"	"Heroin"	"T40.1"	44	941229	4.7
	"2016"	"2016"	"Marion County, IN"	"18097"	"Other opioids"	"T40.2"	52	941229	5.5
	"2016"	"2016"	"Marion County, IN"	"18097"	"Other synthetic narcotics"	"T40.4"	85	941229	9.0
	"2016"	"2016"	"Marion County, IN"	"18097"	"Cocaine"	"T40.5"	32	941229	3.4
	"2016"	"2016"	"Marion County, IN"	"18097"	"Other and unspecified narcotics"	"T40.6"	14	941229	Unreliable
	"2016"	"2016"	"Porter County, IN"	"18127"	"Heroin"	"T40.1"	13	167791	Unreliable
	"2016"	"2016"	"St. Joseph County, IN"	"18141"	"Heroin"	"T40.1"	14	269141	Unreliable
	"2016"	"2016"	"St. Joseph County, IN"	"18141"	"Other opioids"	"T40.2"	16	269141	Unreliable
	"2016"	"2016"	"St. Joseph County, IN"	"18141"	"Cocaine"	"T40.5"	11	269141	Unreliable
	"2016"	"2016"	"St. Joseph County, IN"	"18141"	"Other and unspecified narcotics"	"T40.6"	12	269141	Unreliable
	"2016"	"2016"	"Tippecanoe County, IN"	"18157"	"Heroin"	"T40.1"	10	188059	Unreliable
	"2016"	"2016"	"Vanderburgh County, IN"	"18163"	"Heroin"	"T40.1"	21	181721	11.6
	"2016"	"2016"	"Vanderburgh County, IN"	"18163"	"Other synthetic narcotics"	"T40.4"	12	181721	Unreliable
	"2016"	"2016"	"Wayne County, IN"	"18177"	"Other synthetic narcotics"	"T40.4"	20	66568	30.0
	"2016"	"2016"	"Wayne County, IN"	"18177"	"Cocaine"	"T40.5"	10	66568	Unreliable
	"2016"	"2016"	"Polk County, IA"	"19153"	"Heroin"	"T40.1"	11	474045	Unreliable
	"2016"	"2016"	"Polk County, IA"	"19153"	"Other opioids"	"T40.2"	20	474045	4.2
	"2016"	"2016"	"Polk County, IA"	"19153"	"Other synthetic narcotics"	"T40.4"	12	474045	Unreliable
	"2016"	"2016"	"Scott County, IA"	"19163"	"Other synthetic narcotics"	"T40.4"	13	172474	Unreliable
	"2016"	"2016"	"Johnson County, KS"	"20091"	"Heroin"	"T40.1"	11	584451	Unreliable
	"2016"	"2016"	"Johnson County, KS"	"20091"	"Other opioids"	"T40.2"	27	584451	4.6
	"2016"	"2016"	"Sedgwick County, KS"	"20173"	"Heroin"	"T40.1"	10	511995	Unreliable
	"2016"	"2016"	"Sedgwick County, KS"	"20173"	"Other opioids"	"T40.2"	22	511995	4.3
	"2016"	"2016"	"Boone County, KY"	"21015"	"Heroin"	"T40.1"	13	128536	Unreliable
	"2016"	"2016"	"Boone County, KY"	"21015"	"Other synthetic narcotics"	"T40.4"	14	128536	Unreliable
	"2016"	"2016"	"Boyd County, KY"	"21019"	"Other opioids"	"T40.2"	17	48132	Unreliable
	"2016"	"2016"	"Boyd County, KY"	"21019"	"Other synthetic narcotics"	"T40.4"	12	48132	Unreliable
	"2016"	"2016"	"Campbell County, KY"	"21037"	"Heroin"	"T40.1"	32	92211	34.7
	"2016"	"2016"	"Campbell County, KY"	"21037"	"Other synthetic narcotics"	"T40.4"	29	92211	31.4
	"2016"	"2016"	"Fayette County, KY"	"21067"	"Heroin"	"T40.1"	48	318449	15.1
	"2016"	"2016"	"Fayette County, KY"	"21067"	"Other opioids"	"T40.2"	26	318449	8.2
	"2016"	"2016"	"Fayette County, KY"	"21067"	"Other synthetic narcotics"	"T40.4"	61	318449	19.2
	"2016"	"2016"	"Fayette County, KY"	"21067"	"Cocaine"	"T40.5"	41	318449	12.9
	"2016"	"2016"	"Floyd County, KY"	"21071"	"Other opioids"	"T40.2"	10	37110	Unreliable
	"2016"	"2016"	"Grant County, KY"	"21081"	"Other synthetic narcotics"	"T40.4"	10	24923	Unreliable
	"2016"	"2016"	"Hardin County, KY"	"21093"	"Other opioids"	"T40.2"	13	107316	Unreliable
	"2016"	"2016"	"Hardin County, KY"	"21093"	"Other synthetic narcotics"	"T40.4"	11	107316	Unreliable
	"2016"	"2016"	"Harrison County, KY"	"21097"	"Other synthetic narcotics"	"T40.4"	11	18646	Unreliable
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"Heroin"	"T40.1"	80	765352	10.5
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"Other opioids"	"T40.2"	54	765352	7.1
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"Other synthetic narcotics"	"T40.4"	97	765352	12.7
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"Cocaine"	"T40.5"	37	765352	4.8
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"Other and unspecified narcotics"	"T40.6"	22	765352	2.9
	"2016"	"2016"	"Jessamine County, KY"	"21113"	"Other synthetic narcotics"	"T40.4"	10	52357	Unreliable
	"2016"	"2016"	"Kenton County, KY"	"21117"	"Heroin"	"T40.1"	20	164945	12.1
	"2016"	"2016"	"Kenton County, KY"	"21117"	"Other opioids"	"T40.2"	25	164945	15.2
	"2016"	"2016"	"Kenton County, KY"	"21117"	"Other synthetic narcotics"	"T40.4"	26	164945	15.8
	"2016"	"2016"	"Madison County, KY"	"21151"	"Other synthetic narcotics"	"T40.4"	14	89547	Unreliable
	"2016"	"2016"	"Pike County, KY"	"21195"	"Other opioids"	"T40.2"	10	60555	Unreliable
	"2016"	"2016"	"East Baton Rouge Parish, LA"	"22033"	"Heroin"	"T40.1"	11	447037	Unreliable
	"2016"	"2016"	"Jefferson Parish, LA"	"22051"	"Heroin"	"T40.1"	47	436523	10.8
	"2016"	"2016"	"Jefferson Parish, LA"	"22051"	"Other opioids"	"T40.2"	31	436523	7.1
	"2016"	"2016"	"Jefferson Parish, LA"	"22051"	"Other synthetic narcotics"	"T40.4"	27	436523	6.2
	"2016"	"2016"	"Jefferson Parish, LA"	"22051"	"Cocaine"	"T40.5"	31	436523	7.1
	"2016"	"2016"	"Jefferson Parish, LA"	"22051"	"Other and unspecified narcotics"	"T40.6"	18	436523	Unreliable
	"2016"	"2016"	"Orleans Parish, LA"	"22071"	"Heroin"	"T40.1"	21	391495	5.4
	"2016"	"2016"	"Orleans Parish, LA"	"22071"	"Cocaine"	"T40.5"	34	391495	8.7
	"2016"	"2016"	"Orleans Parish, LA"	"22071"	"Other and unspecified narcotics"	"T40.6"	14	391495	Unreliable
	"2016"	"2016"	"Rapides Parish, LA"	"22079"	"Other synthetic narcotics"	"T40.4"	10	132424	Unreliable
	"2016"	"2016"	"St. Tammany Parish, LA"	"22103"	"Heroin"	"T40.1"	24	253602	9.5
	"2016"	"2016"	"St. Tammany Parish, LA"	"22103"	"Other opioids"	"T40.2"	26	253602	10.3
	"2016"	"2016"	"Androscoggin County, ME"	"23001"	"Other opioids"	"T40.2"	10	107319	Unreliable
	"2016"	"2016"	"Androscoggin County, ME"	"23001"	"Other synthetic narcotics"	"T40.4"	15	107319	Unreliable
	"2016"	"2016"	"Cumberland County, ME"	"23005"	"Heroin"	"T40.1"	13	292041	Unreliable
	"2016"	"2016"	"Cumberland County, ME"	"23005"	"Other opioids"	"T40.2"	22	292041	7.5
	"2016"	"2016"	"Cumberland County, ME"	"23005"	"Other synthetic narcotics"	"T40.4"	38	292041	13.0
	"2016"	"2016"	"Cumberland County, ME"	"23005"	"Cocaine"	"T40.5"	18	292041	Unreliable
	"2016"	"2016"	"Hancock County, ME"	"23009"	"Other synthetic narcotics"	"T40.4"	12	54419	Unreliable
	"2016"	"2016"	"Kennebec County, ME"	"23011"	"Other opioids"	"T40.2"	11	120569	Unreliable
	"2016"	"2016"	"Kennebec County, ME"	"23011"	"Other synthetic narcotics"	"T40.4"	15	120569	Unreliable
	"2016"	"2016"	"Penobscot County, ME"	"23019"	"Heroin"	"T40.1"	11	151806	Unreliable
	"2016"	"2016"	"Penobscot County, ME"	"23019"	"Other opioids"	"T40.2"	19	151806	Unreliable
	"2016"	"2016"	"Penobscot County, ME"	"23019"	"Other synthetic narcotics"	"T40.4"	25	151806	16.5
	"2016"	"2016"	"Washington County, ME"	"23029"	"Other opioids"	"T40.2"	13	31450	Unreliable
	"2016"	"2016"	"Washington County, ME"	"23029"	"Other synthetic narcotics"	"T40.4"	15	31450	Unreliable
	"2016"	"2016"	"York County, ME"	"23031"	"Other opioids"	"T40.2"	16	202343	Unreliable
	"2016"	"2016"	"York County, ME"	"23031"	"Other synthetic narcotics"	"T40.4"	42	202343	20.8
	"2016"	"2016"	"Allegany County, MD"	"24001"	"Heroin"	"T40.1"	14	72130	Unreliable
	"2016"	"2016"	"Allegany County, MD"	"24001"	"Other opioids"	"T40.2"	18	72130	Unreliable
	"2016"	"2016"	"Allegany County, MD"	"24001"	"Other synthetic narcotics"	"T40.4"	25	72130	34.7
	"2016"	"2016"	"Anne Arundel County, MD"	"24003"	"Heroin"	"T40.1"	62	568346	10.9
	"2016"	"2016"	"Anne Arundel County, MD"	"24003"	"Other opioids"	"T40.2"	79	568346	13.9
	"2016"	"2016"	"Anne Arundel County, MD"	"24003"	"Methadone"	"T40.3"	27	568346	4.8
	"2016"	"2016"	"Anne Arundel County, MD"	"24003"	"Other synthetic narcotics"	"T40.4"	118	568346	20.8
	"2016"	"2016"	"Anne Arundel County, MD"	"24003"	"Cocaine"	"T40.5"	32	568346	5.6
	"2016"	"2016"	"Anne Arundel County, MD"	"24003"	"Other and unspecified narcotics"	"T40.6"	18	568346	Unreliable
	"2016"	"2016"	"Baltimore County, MD"	"24005"	"Heroin"	"T40.1"	124	831026	14.9
	"2016"	"2016"	"Baltimore County, MD"	"24005"	"Other opioids"	"T40.2"	129	831026	15.5
	"2016"	"2016"	"Baltimore County, MD"	"24005"	"Methadone"	"T40.3"	41	831026	4.9
	"2016"	"2016"	"Baltimore County, MD"	"24005"	"Other synthetic narcotics"	"T40.4"	211	831026	25.4
	"2016"	"2016"	"Baltimore County, MD"	"24005"	"Cocaine"	"T40.5"	63	831026	7.6
	"2016"	"2016"	"Baltimore County, MD"	"24005"	"Other and unspecified narcotics"	"T40.6"	45	831026	5.4
	"2016"	"2016"	"Calvert County, MD"	"24009"	"Heroin"	"T40.1"	14	91251	Unreliable
	"2016"	"2016"	"Calvert County, MD"	"24009"	"Other opioids"	"T40.2"	16	91251	Unreliable
	"2016"	"2016"	"Calvert County, MD"	"24009"	"Other synthetic narcotics"	"T40.4"	16	91251	Unreliable
	"2016"	"2016"	"Carroll County, MD"	"24013"	"Heroin"	"T40.1"	20	167656	11.9
	"2016"	"2016"	"Carroll County, MD"	"24013"	"Other opioids"	"T40.2"	19	167656	Unreliable
	"2016"	"2016"	"Carroll County, MD"	"24013"	"Other synthetic narcotics"	"T40.4"	32	167656	19.1
	"2016"	"2016"	"Cecil County, MD"	"24015"	"Heroin"	"T40.1"	16	102603	Unreliable
	"2016"	"2016"	"Cecil County, MD"	"24015"	"Other opioids"	"T40.2"	12	102603	Unreliable
	"2016"	"2016"	"Cecil County, MD"	"24015"	"Other synthetic narcotics"	"T40.4"	18	102603	Unreliable
	"2016"	"2016"	"Charles County, MD"	"24017"	"Heroin"	"T40.1"	14	157705	Unreliable
	"2016"	"2016"	"Charles County, MD"	"24017"	"Other opioids"	"T40.2"	14	157705	Unreliable
	"2016"	"2016"	"Charles County, MD"	"24017"	"Other synthetic narcotics"	"T40.4"	18	157705	Unreliable
	"2016"	"2016"	"Frederick County, MD"	"24021"	"Heroin"	"T40.1"	28	247591	11.3
	"2016"	"2016"	"Frederick County, MD"	"24021"	"Other opioids"	"T40.2"	36	247591	14.5
	"2016"	"2016"	"Frederick County, MD"	"24021"	"Other synthetic narcotics"	"T40.4"	54	247591	21.8
	"2016"	"2016"	"Frederick County, MD"	"24021"	"Other and unspecified narcotics"	"T40.6"	10	247591	Unreliable
	"2016"	"2016"	"Harford County, MD"	"24025"	"Heroin"	"T40.1"	30	251032	12.0
	"2016"	"2016"	"Harford County, MD"	"24025"	"Other opioids"	"T40.2"	28	251032	11.2
	"2016"	"2016"	"Harford County, MD"	"24025"	"Methadone"	"T40.3"	12	251032	Unreliable
	"2016"	"2016"	"Harford County, MD"	"24025"	"Other synthetic narcotics"	"T40.4"	43	251032	17.1
	"2016"	"2016"	"Harford County, MD"	"24025"	"Cocaine"	"T40.5"	15	251032	Unreliable
	"2016"	"2016"	"Harford County, MD"	"24025"	"Other and unspecified narcotics"	"T40.6"	10	251032	Unreliable
	"2016"	"2016"	"Howard County, MD"	"24027"	"Heroin"	"T40.1"	14	317233	Unreliable
	"2016"	"2016"	"Howard County, MD"	"24027"	"Other opioids"	"T40.2"	18	317233	Unreliable
	"2016"	"2016"	"Howard County, MD"	"24027"	"Other synthetic narcotics"	"T40.4"	29	317233	9.1
	"2016"	"2016"	"Montgomery County, MD"	"24031"	"Heroin"	"T40.1"	37	1043863	3.5
	"2016"	"2016"	"Montgomery County, MD"	"24031"	"Other opioids"	"T40.2"	38	1043863	3.6
	"2016"	"2016"	"Montgomery County, MD"	"24031"	"Other synthetic narcotics"	"T40.4"	55	1043863	5.3
	"2016"	"2016"	"Montgomery County, MD"	"24031"	"Cocaine"	"T40.5"	13	1043863	Unreliable
	"2016"	"2016"	"Montgomery County, MD"	"24031"	"Other and unspecified narcotics"	"T40.6"	10	1043863	Unreliable
	"2016"	"2016"	"Prince George's County, MD"	"24033"	"Heroin"	"T40.1"	47	908049	5.2
	"2016"	"2016"	"Prince George's County, MD"	"24033"	"Other opioids"	"T40.2"	31	908049	3.4
	"2016"	"2016"	"Prince George's County, MD"	"24033"	"Other synthetic narcotics"	"T40.4"	57	908049	6.3
	"2016"	"2016"	"Prince George's County, MD"	"24033"	"Cocaine"	"T40.5"	25	908049	2.8
	"2016"	"2016"	"Washington County, MD"	"24043"	"Heroin"	"T40.1"	22	150292	14.6
	"2016"	"2016"	"Washington County, MD"	"24043"	"Other opioids"	"T40.2"	28	150292	18.6
	"2016"	"2016"	"Washington County, MD"	"24043"	"Other synthetic narcotics"	"T40.4"	34	150292	22.6
	"2016"	"2016"	"Wicomico County, MD"	"24045"	"Other opioids"	"T40.2"	10	102577	Unreliable
	"2016"	"2016"	"Wicomico County, MD"	"24045"	"Other synthetic narcotics"	"T40.4"	27	102577	26.3
	"2016"	"2016"	"Worcester County, MD"	"24047"	"Other synthetic narcotics"	"T40.4"	14	51444	Unreliable
	"2016"	"2016"	"Baltimore city, MD"	"24510"	"Heroin"	"T40.1"	180	614664	29.3
	"2016"	"2016"	"Baltimore city, MD"	"24510"	"Other opioids"	"T40.2"	162	614664	26.4
	"2016"	"2016"	"Baltimore city, MD"	"24510"	"Methadone"	"T40.3"	71	614664	11.6
	"2016"	"2016"	"Baltimore city, MD"	"24510"	"Other synthetic narcotics"	"T40.4"	305	614664	49.6
	"2016"	"2016"	"Baltimore city, MD"	"24510"	"Cocaine"	"T40.5"	106	614664	17.2
	"2016"	"2016"	"Baltimore city, MD"	"24510"	"Other and unspecified narcotics"	"T40.6"	86	614664	14.0
	"2016"	"2016"	"Barnstable County, MA"	"25001"	"Other synthetic narcotics"	"T40.4"	64	214276	29.9
	"2016"	"2016"	"Barnstable County, MA"	"25001"	"Cocaine"	"T40.5"	17	214276	Unreliable
	"2016"	"2016"	"Barnstable County, MA"	"25001"	"Other and unspecified narcotics"	"T40.6"	21	214276	9.8
	"2016"	"2016"	"Berkshire County, MA"	"25003"	"Heroin"	"T40.1"	19	126903	Unreliable
	"2016"	"2016"	"Berkshire County, MA"	"25003"	"Other opioids"	"T40.2"	12	126903	Unreliable
	"2016"	"2016"	"Berkshire County, MA"	"25003"	"Other synthetic narcotics"	"T40.4"	23	126903	18.1
	"2016"	"2016"	"Bristol County, MA"	"25005"	"Heroin"	"T40.1"	50	558324	9.0
	"2016"	"2016"	"Bristol County, MA"	"25005"	"Other opioids"	"T40.2"	26	558324	4.7
	"2016"	"2016"	"Bristol County, MA"	"25005"	"Methadone"	"T40.3"	18	558324	Unreliable
	"2016"	"2016"	"Bristol County, MA"	"25005"	"Other synthetic narcotics"	"T40.4"	189	558324	33.9
	"2016"	"2016"	"Bristol County, MA"	"25005"	"Cocaine"	"T40.5"	64	558324	11.5
	"2016"	"2016"	"Bristol County, MA"	"25005"	"Other and unspecified narcotics"	"T40.6"	67	558324	12.0
	"2016"	"2016"	"Essex County, MA"	"25009"	"Heroin"	"T40.1"	67	779018	8.6
	"2016"	"2016"	"Essex County, MA"	"25009"	"Other opioids"	"T40.2"	24	779018	3.1
	"2016"	"2016"	"Essex County, MA"	"25009"	"Methadone"	"T40.3"	16	779018	Unreliable
	"2016"	"2016"	"Essex County, MA"	"25009"	"Other synthetic narcotics"	"T40.4"	220	779018	28.2
	"2016"	"2016"	"Essex County, MA"	"25009"	"Cocaine"	"T40.5"	88	779018	11.3
	"2016"	"2016"	"Essex County, MA"	"25009"	"Other and unspecified narcotics"	"T40.6"	34	779018	4.4
	"2016"	"2016"	"Hampden County, MA"	"25013"	"Heroin"	"T40.1"	84	468467	17.9
	"2016"	"2016"	"Hampden County, MA"	"25013"	"Other opioids"	"T40.2"	24	468467	5.1
	"2016"	"2016"	"Hampden County, MA"	"25013"	"Other synthetic narcotics"	"T40.4"	72	468467	15.4
	"2016"	"2016"	"Hampden County, MA"	"25013"	"Cocaine"	"T40.5"	23	468467	4.9
	"2016"	"2016"	"Hampden County, MA"	"25013"	"Other and unspecified narcotics"	"T40.6"	14	468467	Unreliable
	"2016"	"2016"	"Hampshire County, MA"	"25015"	"Heroin"	"T40.1"	24	161816	14.8
	"2016"	"2016"	"Hampshire County, MA"	"25015"	"Other synthetic narcotics"	"T40.4"	16	161816	Unreliable
	"2016"	"2016"	"Middlesex County, MA"	"25017"	"Heroin"	"T40.1"	106	1589774	6.7
	"2016"	"2016"	"Middlesex County, MA"	"25017"	"Other opioids"	"T40.2"	51	1589774	3.2
	"2016"	"2016"	"Middlesex County, MA"	"25017"	"Methadone"	"T40.3"	14	1589774	Unreliable
	"2016"	"2016"	"Middlesex County, MA"	"25017"	"Other synthetic narcotics"	"T40.4"	324	1589774	20.4
	"2016"	"2016"	"Middlesex County, MA"	"25017"	"Cocaine"	"T40.5"	125	1589774	7.9
	"2016"	"2016"	"Middlesex County, MA"	"25017"	"Other and unspecified narcotics"	"T40.6"	60	1589774	3.8
	"2016"	"2016"	"Norfolk County, MA"	"25021"	"Heroin"	"T40.1"	68	697181	9.8
	"2016"	"2016"	"Norfolk County, MA"	"25021"	"Other opioids"	"T40.2"	40	697181	5.7
	"2016"	"2016"	"Norfolk County, MA"	"25021"	"Methadone"	"T40.3"	12	697181	Unreliable
	"2016"	"2016"	"Norfolk County, MA"	"25021"	"Other synthetic narcotics"	"T40.4"	163	697181	23.4
	"2016"	"2016"	"Norfolk County, MA"	"25021"	"Cocaine"	"T40.5"	45	697181	6.5
	"2016"	"2016"	"Norfolk County, MA"	"25021"	"Other and unspecified narcotics"	"T40.6"	35	697181	5.0
	"2016"	"2016"	"Plymouth County, MA"	"25023"	"Heroin"	"T40.1"	49	513565	9.5
	"2016"	"2016"	"Plymouth County, MA"	"25023"	"Other opioids"	"T40.2"	29	513565	5.6
	"2016"	"2016"	"Plymouth County, MA"	"25023"	"Other synthetic narcotics"	"T40.4"	157	513565	30.6
	"2016"	"2016"	"Plymouth County, MA"	"25023"	"Cocaine"	"T40.5"	61	513565	11.9
	"2016"	"2016"	"Plymouth County, MA"	"25023"	"Other and unspecified narcotics"	"T40.6"	39	513565	7.6
	"2016"	"2016"	"Suffolk County, MA"	"25025"	"Heroin"	"T40.1"	74	784230	9.4
	"2016"	"2016"	"Suffolk County, MA"	"25025"	"Other opioids"	"T40.2"	33	784230	4.2
	"2016"	"2016"	"Suffolk County, MA"	"25025"	"Methadone"	"T40.3"	14	784230	Unreliable
	"2016"	"2016"	"Suffolk County, MA"	"25025"	"Other synthetic narcotics"	"T40.4"	195	784230	24.9
	"2016"	"2016"	"Suffolk County, MA"	"25025"	"Cocaine"	"T40.5"	76	784230	9.7
	"2016"	"2016"	"Suffolk County, MA"	"25025"	"Other and unspecified narcotics"	"T40.6"	48	784230	6.1
	"2016"	"2016"	"Worcester County, MA"	"25027"	"Heroin"	"T40.1"	83	819589	10.1
	"2016"	"2016"	"Worcester County, MA"	"25027"	"Other opioids"	"T40.2"	26	819589	3.2
	"2016"	"2016"	"Worcester County, MA"	"25027"	"Methadone"	"T40.3"	12	819589	Unreliable
	"2016"	"2016"	"Worcester County, MA"	"25027"	"Other synthetic narcotics"	"T40.4"	133	819589	16.2
	"2016"	"2016"	"Worcester County, MA"	"25027"	"Cocaine"	"T40.5"	70	819589	8.5
